route_id,trip_id,trip_headsign,trip_direction_name
10670,1179311,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179312,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179313,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179314,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179315,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179316,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179317,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179318,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179319,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179320,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
10670,1179321,MEMORIAL UNION VIA EAGLE HEIGHTS,West Loop
